PERSON_TYPE,PERSON_AGE,PERSON_INJURY,EJECTION,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PERSON_SEX
Occupant,21-50,Injured,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,0-20,Killed,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Concussion,M
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,Not Ejected,Chest,Driver,Air Bag Deployed,,,Internal,M
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,51-70,Injured,Not Ejected,Face,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Bicyclist,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,51-70,Injured,,,,,,,,
Bicyclist,21-50,Killed,Ejected,Abdomen - Pelvis,Driver,None,,,Internal,M
Occupant,0-20,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Internal,M
Occupant,71-100,Killed,Not Ejected,Head,Driver,Lap Belt & Harness,,,Severe Bleeding,F
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,None Visible,F
Occupant,21-50,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Internal,F
Occupant,,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed,,,Internal,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway Against Traffic,Severe Bleeding,M
Pedestrian,71-100,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Occupant,71-100,Killed,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Head,Driver,Air Bag Deployed/Lap Belt/Harness,,,Minor Bleeding,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Bicyclist,0-20,Killed,Partially Ejected,Head,Driver,Helmet/Other (In-Line Skater/Bicyclist),,,Severe Bleeding,F
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Unknown,Unknown,Internal,M
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Occupant,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,F
Pedestrian,0-20,Injured,,Unknown,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Unknown,M
Occupant,21-50,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,None Visible,F
Occupant,71-100,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,71-100,Injured,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,,Injured,Not Ejected,Head,"Middle front seat, or passenger lying across a seat",Lap Belt,,,Severe Bleeding,F
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,F
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Contusion - Bruise,M
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Unknown,M
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,71-100,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Bicyclist,0-20,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Working in Roadway,Internal,M
Bicyclist,51-70,Killed,,,,,,,,
Occupant,51-70,Killed,Ejected,Face,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Bicyclist,0-20,Killed,Not Ejected,Head,Riding/Hanging on Outside,None,,,Internal,M
Occupant,51-70,Injured,,,,,,,,
Pedestrian,71-100,Injured,,Neck,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",None Visible,F
Pedestrian,71-100,Injured,,Face,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Not in Roadway,Complaint of Pain or Nausea,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,F
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Occupant,0-20,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Driver,Lap Belt & Harness,,,Minor Bleeding,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Helmet (Motorcycle Only),,,Minor Bleeding,M
Occupant,0-20,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Internal,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Right rear passenger or motorcycle sidecar passenger,None,,,Internal,F
Occupant,51-70,Injured,,,,,,,,
Bicyclist,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Bicyclist,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,None,,,None Visible,M
Occupant,51-70,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Unknown,,,None Visible,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Right rear passenger or motorcycle sidecar passenger,None,,,Complaint of Pain,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Crush Injuries,M
Pedestrian,0-20,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Playing in Roadway,Minor Bleeding,F
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",None Visible,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain or Nausea,M
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Fracture - Dislocation,M
Pedestrian,71-100,Killed,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Occupant,0-20,Injured,Not Ejected,Unknown,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Unknown,F
Bicyclist,21-50,Injured,Not Ejected,Back,Driver,Helmet (Motorcycle Only),,,None Visible,M
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Occupant,21-50,Injured,Not Ejected,Back,Driver,Unknown,,,Whiplash,M
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Whiplash,F
Occupant,21-50,Injured,,,,,,,,
Bicyclist,0-20,Killed,,,,,,,,
Occupant,71-100,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Chest,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Unknown,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Ejected,Chest,Driver,Helmet (Motorcycle Only),,,Internal,M
Bicyclist,21-50,Killed,,,,,,,,
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Crush Injuries,M
Pedestrian,21-50,Killed,,,,,,,,
Bicyclist,21-50,Injured,Not Ejected,Chest,Driver,None,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Chest,Driver,Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain,F
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,M
Bicyclist,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,M
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Driver,Air Bag Deployed,,,Internal,M
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Unknown,,,Severe Bleeding,M
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,51-70,Injured,,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway Against Traffic,Unknown,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Contusion - Bruise,F
Occupant,51-70,Killed,,,,,,,,
Bicyclist,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Occupant,0-20,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Bicyclist,0-20,Killed,Not Ejected,Entire Body,Driver,None,,,Severe Bleeding,M
Occupant,0-20,Killed,Not Ejected,Entire Body,Driver,Unknown,,,Severe Burn,M
Pedestrian,51-70,Injured,,,,,,,,
Bicyclist,21-50,Injured,Ejected,Knee-Lower Leg Foot,Riding/Hanging on Outside,None,,,Complaint of Pain,M
Bicyclist,51-70,Killed,Ejected,Entire Body,Driver,Unknown,,,Internal,F
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Unknown,,,None Visible,M
Bicyclist,21-50,Killed,Partially Ejected,Entire Body,Driver,None,,,Internal,M
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain,M
Occupant,0-20,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,21-50,Killed,Not Ejected,Face,Driver,Air Bag Deployed/Lap Belt/Harness,,,Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain,F
Bicyclist,21-50,Killed,Ejected,Back,Driver,None,,,Internal,M
Occupant,0-20,Injured,Not Ejected,Head,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Complaint of Pain,F
Bicyclist,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Bicyclist,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Driver,None,,,Fracture - Distorted - Dislocation,M
Occupant,21-50,Killed,Trapped,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Severe Burn,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unknown,Internal,M
Occupant,51-70,Injured,Not Ejected,Head,Driver,Harness,,,Complaint of Pain,F
Bicyclist,51-70,Killed,Not Ejected,Entire Body,Driver,None,,,Unknown,M
Pedestrian,21-50,Killed,,Unknown,,,Does Not Apply,Not in Roadway,Unknown,M
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Severe Bleeding,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,51-70,Injured,Not Ejected,Knee-Lower Leg Foot,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,M
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Crush Injuries,M
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Knee-Lower Leg Foot,Driver,Unknown,,,Severe Bleeding,M
Bicyclist,51-70,Killed,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,Severe Bleeding,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Internal,M
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Face,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Contusion - Bruise,M
Occupant,0-20,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,51-70,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Injured,,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,M
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Internal,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,F
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Unknown,Other Actions in Roadway,Crush Injuries,F
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Whiplash,F
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Pedestrian,71-100,Killed,,,,,,,,
Bicyclist,21-50,Injured,Ejected,Knee-Lower Leg Foot,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Complaint of Pain,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Bicyclist,51-70,Injured,Ejected,Neck,Driver,None,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,None Visible,F
Occupant,51-70,Injured,Not Ejected,Back,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Driver,Air Bag Deployed,,,Amputation,M
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,F
Pedestrian,71-100,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,M
Pedestrian,51-70,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Fracture - Distorted - Dislocation,M
Occupant,0-20,Injured,Not Ejected,Knee-Lower Leg Foot,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Severe Bleeding,M
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Whiplash,F
Occupant,51-70,Injured,Does Not Apply,Elbow-Lower-Arm-Hand,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,F
Occupant,0-20,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,Driver,None,,,Complaint of Pain,M
Pedestrian,51-70,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Bicyclist,21-50,Injured,Ejected,Head,Driver,None,,,Minor Bleeding,M
Occupant,21-50,Killed,,,,,,,,
Occupant,,Injured,Not Ejected,Shoulder - Upper Arm,"Middle rear seat, or passenger lying across a seat",Child Restraint Only,,,Abrasion,F
Bicyclist,51-70,Killed,Ejected,Abdomen - Pelvis,Driver,Helmet/Other (In-Line Skater/Bicyclist),,,Crush Injuries,M
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,0-20,Injured,,,,,,,,
Bicyclist,0-20,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,None Visible,M
Pedestrian,21-50,Killed,,Head,,,Unknown,Unknown,Internal,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Getting On/Off Vehicle Other Than School Bus,Crush Injuries,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,F
Occupant,21-50,Killed,Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",None,,,Crush Injuries,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,51-70,Injured,Not Ejected,Shoulder - Upper Arm,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,Trapped,Entire Body,Driver,None,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Bicyclist,0-20,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Head,,,Does Not Apply,Not in Roadway,Crush Injuries,F
Occupant,21-50,Injured,Does Not Apply,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Unknown,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,0-20,Killed,,,,,,,,
